,Year,Car,PTS,Champion,Average_points_Scored,No_of_times_secured_front_grid,Total_no_of_fastest_Laps,Win_percentage
350,1986,Benetton BMW,19.0,4,0.59375,4.0,3.0,0.0625
351,1986,Brabham BMW,2.0,4,0.06666666666666667,0.0,0.0,0.0
352,1986,Ferrari,37.0,4,1.15625,0.0,0.0,0.0
353,1986,Ligier Renault,29.0,4,0.9354838709677419,0.0,0.0,0.0
354,1986,Lola Ford,6.0,4,0.23076923076923078,0.0,0.0,0.0
355,1986,Lotus Renault,58.0,3,1.8709677419354838,9.0,0.0,0.125
356,1986,McLaren TAG,94.0,2,3.0,4.0,2.0,0.25
357,1986,Tyrrell Renault,11.0,4,0.34375,0.0,0.0,0.0
358,1986,Williams Honda,139.0,1,4.40625,15.0,11.0,0.5625
359,1987,AGS Ford,1.0,4,0.07692307692307693,0.0,0.0,0.0
360,1987,Arrows Megatron,11.0,4,0.34375,0.0,0.0,0.0
361,1987,Benetton Ford,28.0,4,0.875,0.0,1.0,0.0
362,1987,Brabham BMW,4.0,4,0.3125,0.0,0.0,0.0
363,1987,Ferrari,53.0,4,1.65625,5.0,3.0,0.125
364,1987,Ligier Megatron,1.0,4,0.03571428571428571,0.0,0.0,0.0
365,1987,Lola Ford,3.0,4,0.16666666666666666,0.0,0.0,0.0
366,1987,Lotus Honda,64.0,3,2.064516129032258,4.0,3.0,0.125
367,1987,March Ford,1.0,4,0.06666666666666667,0.0,0.0,0.0
368,1987,McLaren TAG,76.0,2,2.375,3.0,2.0,0.1875
369,1987,Tyrrell Ford,11.0,4,0.3548387096774194,0.0,0.0,0.0
370,1987,Williams Honda,140.0,1,4.566666666666666,20.0,7.0,0.5625
371,1987,Zakspeed,2.0,4,0.06666666666666667,0.0,0.0,0.0
372,1988,Arrows Megatron,23.0,4,0.71875,0.0,0.0,0.0
373,1988,Benetton Ford,39.0,3,1.21875,0.0,1.0,0.0
374,1988,Ferrari,65.0,2,2.096774193548387,3.0,4.0,0.0625
375,1988,Lotus Honda,23.0,4,0.7931034482758621,0.0,0.0,0.0
376,1988,March Judd,22.0,4,0.7333333333333333,0.0,0.0,0.0
377,1988,McLaren Honda,177.0,1,6.21875,27.0,10.0,0.9375
378,1988,Minardi Ford,1.0,4,0.041666666666666664,0.0,0.0,0.0
379,1988,Rial Ford,3.0,4,0.2,0.0,0.0,0.0
380,1988,Tyrrell Ford,5.0,4,0.2631578947368421,0.0,0.0,0.0
381,1988,Williams Judd,20.0,4,0.625,2.0,1.0,0.0
382,1989,AGS Ford,1.0,4,0.16666666666666666,0.0,0.0,0.0
383,1989,Arrows Ford,13.0,4,0.43333333333333335,0.0,0.0,0.0
384,1989,Benetton Ford,34.0,4,1.3448275862068966,0.0,0.0,0.0625
385,1989,Brabham Judd,8.0,4,0.2857142857142857,0.0,0.0,0.0
386,1989,Dallara Ford,8.0,4,0.2857142857142857,0.0,0.0,0.0
387,1989,Ferrari,59.0,3,2.185185185185185,3.0,4.0,0.1875
388,1989,Ligier Ford,3.0,4,0.15,0.0,0.0,0.0
389,1989,Lola Lamborghini,7.0,4,0.047619047619047616,0.0,0.0,0.0
390,1989,Lotus Judd,15.0,4,0.5555555555555556,0.0,1.0,0.0
391,1989,March Judd,4.0,4,0.12903225806451613,0.0,1.0,0.0
392,1989,McLaren Honda,136.0,1,4.862068965517241,27.0,8.0,0.625
393,1989,Minardi Ford,6.0,4,0.25,0.0,0.0,0.0
394,1989,Onyx Ford,6.0,4,0.4,0.0,0.0,0.0
395,1989,Rial Ford,3.0,4,0.75,0.0,0.0,0.0
396,1989,Tyrrell Ford,15.0,4,0.5714285714285714,0.0,1.0,0.0
397,1989,Williams Renault,77.0,2,2.40625,2.0,1.0,0.125
398,1990,Arrows Ford,2.0,4,0.08,0.0,0.0,0.0
399,1990,Benetton Ford,70.0,3,2.2903225806451615,0.0,1.0,0.125
400,1990,Brabham Judd,2.0,4,0.08333333333333333,0.0,0.0,0.0
401,1990,Ferrari,108.0,2,3.5483870967741935,8.0,5.0,0.375
402,1990,Leyton House Judd,7.0,4,0.2916666666666667,0.0,0.0,0.0
403,1990,Lola Lamborghini,11.0,4,0.3548387096774194,0.0,0.0,0.0
404,1990,Lotus Lamborghini,3.0,4,0.1,0.0,0.0,0.0
405,1990,McLaren Honda,121.0,1,3.903225806451613,20.0,5.0,0.375
406,1990,Tyrrell Ford,16.0,4,0.5714285714285714,0.0,0.0,0.0
407,1990,Williams Renault,57.0,4,1.78125,3.0,5.0,0.125
408,1991,Benetton Ford,30.5,4,1.2419354838709677,0.0,1.0,0.0625
409,1991,Brabham Yamaha,3.0,4,0.10714285714285714,0.0,0.0,0.0
410,1991,Dallara Judd,5.0,4,0.1724137931034483,0.0,0.0,0.0
411,1991,Ferrari,55.5,3,1.7903225806451613,2.0,2.0,0.0
412,1991,Jordan Ford,13.0,4,0.4482758620689655,0.0,1.0,0.0
413,1991,Leyton House Ilmor,1.0,4,0.03125,0.0,0.0,0.0
414,1991,Lola Ford,2.0,4,0.08695652173913043,0.0,0.0,0.0
415,1991,Lotus Judd,3.0,4,0.13043478260869565,0.0,0.0,0.0
416,1991,McLaren Honda,139.0,1,4.34375,15.0,4.0,0.5
417,1991,Minardi Ferrari,14.0,4,0.1875,0.0,0.0,0.0
418,1991,Tyrrell Honda,12.0,4,0.375,1.0,0.0,0.0
419,1991,Williams Renault,125.0,2,4.032258064516129,14.0,8.0,0.4375
420,1992,Benetton Ford,91.0,3,2.84375,1.0,2.0,0.0625
421,1992,Dallara Ferrari,2.0,4,0.07142857142857142,0.0,0.0,0.0
422,1992,Ferrari,21.0,4,0.6774193548387096,0.0,0.0,0.0
423,1992,Footwork Mugen Honda,6.0,4,0.20689655172413793,0.0,0.0,0.0
424,1992,Jordan Yamaha,1.0,4,0.038461538461538464,0.0,0.0,0.0
425,1992,Ligier Renault,6.0,4,0.20689655172413793,0.0,0.0,0.0
426,1992,Lotus Ford,13.0,4,0.43333333333333335,0.0,0.0,0.0
427,1992,March Ilmor,3.0,4,0.12,0.0,0.0,0.0
428,1992,McLaren Honda,99.0,2,3.3,5.0,3.0,0.3125
429,1992,Minardi Lamborghini,1.0,4,0.038461538461538464,0.0,0.0,0.0
430,1992,Tyrrell Ilmor,8.0,4,0.25806451612903225,0.0,0.0,0.0
431,1992,Venturi Lamborghini,1.0,4,0.034482758620689655,0.0,0.0,0.0
432,1992,Williams Renault,164.0,1,5.125,26.0,11.0,0.625
433,1993,Benetton Ford,72.0,3,2.3225806451612905,1.0,5.0,0.0625
434,1993,Ferrari,28.0,4,0.9032258064516129,0.0,0.0,0.0
435,1993,Footwork Mugen Honda,4.0,4,0.13333333333333333,0.0,0.0,0.0
436,1993,Jordan Hart,3.0,4,0.1111111111111111,0.0,0.0,0.0
437,1993,Larrousse Lamborghini,3.0,4,0.1,0.0,0.0,0.0
438,1993,Ligier Renault,23.0,4,0.7666666666666667,0.0,0.0,0.0
439,1993,Lotus Ford,12.0,4,0.4,0.0,0.0,0.0
440,1993,McLaren Ford,84.0,2,2.896551724137931,3.0,1.0,0.3125
441,1993,Minardi Ford,7.0,4,0.22580645161290322,0.0,0.0,0.0
442,1993,Sauber,12.0,4,0.4,0.0,0.0,0.0
443,1993,Williams Renault,168.0,1,5.25,28.0,10.0,0.625
444,1994,Benetton Ford,102.0,2,3.5517241379310347,12.0,8.0,0.5
445,1994,Ferrari,71.0,3,2.21875,6.0,0.0,0.0625
446,1994,Footwork Ford,9.0,4,0.2903225806451613,0.0,0.0,0.0
447,1994,Jordan Hart,25.0,4,0.875,1.0,0.0,0.0
448,1994,Larrousse Ford,2.0,4,0.06451612903225806,0.0,0.0,0.0
449,1994,Ligier Renault,9.0,4,0.41935483870967744,0.0,0.0,0.0
450,1994,Lotus Mugen Honda,4.0,4,0.0,0.0,0.0,0.0
451,1994,McLaren Peugeot,42.0,4,1.3125,1.0,0.0,0.0
452,1994,Minardi Ford,5.0,4,0.15625,0.0,0.0,0.0
453,1994,Sauber Mercedes,16.0,4,0.41379310344827586,0.0,0.0,0.0
454,1994,Tyrrell Yamaha,13.0,4,0.40625,0.0,0.0,0.0
455,1994,Williams Renault,118.0,1,3.806451612903226,12.0,8.0,0.4375
456,1995,Benetton Renault,147.0,1,4.323529411764706,10.0,8.0,0.6470588235294118
457,1995,Ferrari,73.0,3,2.1470588235294117,5.0,3.0,0.058823529411764705
458,1995,Footwork Hart,5.0,4,0.15151515151515152,0.0,0.0,0.0
459,1995,Jordan Peugeot,21.0,4,0.6176470588235294,0.0,0.0,0.0
460,1995,Ligier Mugen Honda,24.0,4,0.7272727272727273,0.0,0.0,0.0
461,1995,McLaren Mercedes,30.0,4,0.9375,0.0,0.0,0.0
462,1995,Minardi Ford,1.0,4,0.030303030303030304,0.0,0.0,0.0
463,1995,Sauber Ford,18.0,4,0.5454545454545454,0.0,0.0,0.0
464,1995,Tyrrell Yamaha,5.0,4,0.15151515151515152,0.0,0.0,0.0
465,1995,Williams Renault,118.0,2,3.4705882352941178,19.0,6.0,0.29411764705882354
466,1996,Benetton Renault,68.0,3,2.125,1.0,3.0,0.0
467,1996,Ferrari,70.0,2,2.1875,5.0,2.0,0.1875
468,1996,Footwork Hart,1.0,4,0.03125,0.0,0.0,0.0
469,1996,Jordan Peugeot,22.0,4,0.6875,1.0,0.0,0.0
470,1996,Ligier Mugen Honda,15.0,4,0.46875,0.0,0.0,0.0625
471,1996,McLaren Mercedes,49.0,4,1.53125,0.0,0.0,0.0
472,1996,Sauber Ford,11.0,4,0.36666666666666664,0.0,0.0,0.0
473,1996,Tyrrell Yamaha,5.0,4,0.16666666666666666,0.0,0.0,0.0
474,1996,Williams Renault,175.0,1,5.46875,25.0,11.0,0.75
475,1997,Arrows Yamaha,9.0,4,0.2647058823529412,0.0,0.0,0.0
476,1997,Benetton Renault,67.0,3,1.9705882352941178,3.0,2.0,0.058823529411764705
477,1997,Ferrari,102.0,2,3.0,7.0,3.0,0.29411764705882354
478,1997,Jordan Peugeot,33.0,4,0.9705882352941176,1.0,1.0,0.0
479,1997,McLaren Mercedes,63.0,4,1.9090909090909092,2.0,2.0,0.17647058823529413
480,1997,Prost Mugen Honda,21.0,4,0.6176470588235294,0.0,0.0,0.0
481,1997,Sauber Petronas,16.0,4,0.48484848484848486,0.0,0.0,0.0
482,1997,Stewart Ford,6.0,4,0.18181818181818182,0.0,0.0,0.0
483,1997,Tyrrell Ford,2.0,4,0.058823529411764705,0.0,0.0,0.0
484,1997,Williams Renault,123.0,1,3.727272727272727,21.0,9.0,0.47058823529411764
485,1998,Arrows,6.0,4,0.1935483870967742,0.0,0.0,0.0
486,1998,Benetton Playlife,33.0,4,1.03125,1.0,1.0,0.0
487,1998,Ferrari,133.0,2,4.15625,7.0,6.0,0.375
488,1998,Jordan Mugen Honda,34.0,4,1.096774193548387,0.0,0.0,0.0625
489,1998,McLaren Mercedes,156.0,1,4.875,22.0,9.0,0.5625
490,1998,Minardi Ford,0.0,4,0.0,0.0,0.0,0.0
491,1998,Prost Peugeot,1.0,4,0.03225806451612903,0.0,0.0,0.0
492,1998,Sauber Petronas,10.0,4,0.3125,1.0,0.0,0.0
493,1998,Stewart Ford,5.0,4,0.16129032258064516,0.0,0.0,0.0
494,1998,Tyrrell Ford,0.0,4,0.0,0.0,0.0,0.0
495,1998,Williams Mecachrome,38.0,3,1.1875,1.0,0.0,0.0
496,1999,Arrows,1.0,4,0.03225806451612903,0.0,0.0,0.0
497,1999,Benetton Playlife,16.0,4,0.5,0.0,0.0,0.0
498,1999,Ferrari,128.0,1,4.129032258064516,8.0,5.0,0.375
499,1999,Jordan Mugen Honda,61.0,3,1.90625,3.0,1.0,0.125
500,1999,McLaren Mercedes,124.0,2,3.875,19.0,9.0,0.4375
501,1999,Minardi Ford,1.0,4,0.03125,0.0,0.0,0.0
502,1999,Prost Peugeot,9.0,4,0.28125,0.0,0.0,0.0
503,1999,Sauber Petronas,5.0,4,0.15625,1.0,0.0,0.0
504,1999,Stewart Ford,36.0,4,1.2,1.0,0.0,0.0625
505,1999,Williams Supertec,35.0,4,1.09375,0.0,1.0,0.0
506,2000,Arrows Supertec,7.0,4,0.21212121212121213,0.0,0.0,0.0
507,2000,BAR Honda,20.0,4,0.5882352941176471,0.0,0.0,0.0
508,2000,Benetton Playlife,20.0,4,0.5882352941176471,0.0,0.0,0.0
509,2000,Ferrari,170.0,1,5.0,14.0,5.0,0.5882352941176471
510,2000,Jaguar Cosworth,4.0,4,0.11764705882352941,0.0,0.0,0.0
511,2000,Jordan Mugen Honda,17.0,4,0.5,3.0,0.0,0.0
512,2000,McLaren Mercedes,162.0,2,4.909090909090909,17.0,12.0,0.4117647058823529
513,2000,Minardi Fondmetal,0.0,4,0.0,0.0,0.0,0.0
514,2000,Prost Peugeot,0.0,4,0.0,0.0,0.0,0.0
515,2000,Sauber Petronas,6.0,4,0.1935483870967742,0.0,0.0,0.0
516,2000,Williams BMW,36.0,3,1.0588235294117647,0.0,0.0,0.0
517,2001,Arrows Asiatech,1.0,4,0.029411764705882353,0.0,0.0,0.0
518,2001,BAR Honda,17.0,4,0.5,0.0,0.0,0.0
519,2001,Benetton Renault,10.0,4,0.29411764705882354,0.0,0.0,0.0
520,2001,Ferrari,179.0,1,5.264705882352941,16.0,3.0,0.5294117647058824
521,2001,Jaguar Cosworth,9.0,4,0.2727272727272727,0.0,0.0,0.0
522,2001,Jordan Honda,17.0,4,0.5757575757575758,0.0,0.0,0.0
523,2001,McLaren Mercedes,102.0,2,3.0,7.0,6.0,0.23529411764705882
524,2001,Prost Acer,6.0,4,0.12121212121212122,0.0,0.0,0.0
525,2001,Sauber Petronas,21.0,4,0.65625,0.0,0.0,0.0
526,2001,Williams BMW,80.0,3,2.3529411764705883,11.0,8.0,0.23529411764705882
527,2002,Arrows Cosworth,0.0,4,0.1,0.0,0.0,0.0
528,2002,BAR Honda,7.0,4,0.20588235294117646,0.0,0.0,0.0
529,2002,Ferrari,221.0,1,6.5,21.0,12.0,0.8823529411764706
530,2002,Jaguar Cosworth,8.0,4,0.23529411764705882,0.0,0.0,0.0
531,2002,Jordan Honda,9.0,4,0.2727272727272727,0.0,0.0,0.0
532,2002,McLaren Mercedes,65.0,3,1.911764705882353,2.0,2.0,0.058823529411764705
533,2002,Minardi Asiatech,2.0,4,0.06896551724137931,0.0,0.0,0.0
534,2002,Renault,23.0,4,0.6764705882352942,0.0,0.0,0.0
535,2002,Sauber Petronas,13.0,4,0.3235294117647059,0.0,0.0,0.0
536,2002,Toyota,2.0,4,0.06060606060606061,0.0,0.0,0.0
537,2002,Williams BMW,92.0,2,2.7058823529411766,11.0,3.0,0.058823529411764705
538,2003,BAR Honda,26.0,4,0.8387096774193549,0.0,0.0,0.0
539,2003,Ferrari,158.0,1,4.9375,12.0,8.0,0.5
540,2003,Jaguar Cosworth,18.0,4,0.5625,0.0,0.0,0.0
541,2003,Jordan Ford,13.0,4,0.40625,0.0,0.0,0.0625
542,2003,McLaren Mercedes,142.0,3,4.4375,5.0,3.0,0.125
543,2003,Minardi Cosworth,0.0,4,0.0,0.0,0.0,0.0
544,2003,Renault,88.0,4,2.75,4.0,1.0,0.0625
545,2003,Sauber Petronas,19.0,4,0.59375,0.0,0.0,0.0
546,2003,Toyota,16.0,4,0.5,0.0,0.0,0.0
547,2003,Williams BMW,144.0,2,4.5,11.0,4.0,0.25
548,2004,BAR Honda,119.0,2,3.3055555555555554,3.0,0.0,0.0
549,2004,Ferrari,262.0,1,7.277777777777778,20.0,14.0,0.8333333333333334
550,2004,Jaguar Cosworth,10.0,4,0.2777777777777778,1.0,0.0,0.0
551,2004,Jordan Ford,5.0,4,0.1388888888888889,0.0,0.0,0.0
552,2004,McLaren Mercedes,69.0,4,1.9166666666666667,2.0,2.0,0.05555555555555555
553,2004,Minardi Cosworth,1.0,4,0.027777777777777776,0.0,0.0,0.0
554,2004,Renault,59.0,4,2.9166666666666665,3.0,0.0,0.05555555555555555
555,2004,Sauber Petronas,34.0,4,0.9444444444444444,0.0,0.0,0.0
556,2004,Toyota,55.0,4,0.2647058823529412,0.0,0.0,0.0
557,2004,Williams BMW,88.0,3,2.6666666666666665,7.0,2.0,0.05555555555555555
558,2005,BAR Honda,38.0,4,1.2258064516129032,3.0,0.0,0.0
559,2005,Ferrari,100.0,3,2.6315789473684212,3.0,3.0,0.05263157894736842
560,2005,Jordan Toyota,12.0,4,0.3157894736842105,0.0,0.0,0.0
561,2005,McLaren Mercedes,182.0,2,4.918918918918919,14.0,12.0,0.5263157894736842
562,2005,Minardi Cosworth,7.0,4,0.18421052631578946,0.0,0.0,0.0
563,2005,RBR Cosworth,34.0,4,0.8947368421052632,0.0,0.0,0.0
564,2005,Renault,191.0,1,5.026315789473684,11.0,3.0,0.42105263157894735
565,2005,Sauber Petronas,20.0,4,0.5263157894736842,0.0,0.0,0.0
566,2005,Toyota,88.0,4,2.3157894736842106,5.0,1.0,0.0
567,2005,Williams BMW,66.0,4,1.736842105263158,2.0,0.0,0.0
568,2006,Ferrari,201.0,2,5.583333333333333,16.0,9.0,0.5
569,2006,Honda,86.0,4,2.388888888888889,3.0,0.0,0.05555555555555555
570,2006,MF1 Toyota,0.0,4,0.0,0.0,0.0,0.0
571,2006,McLaren Mercedes,110.0,3,3.0555555555555554,5.0,3.0,0.0
572,2006,RBR Ferrari,16.0,4,0.4444444444444444,0.0,0.0,0.0
573,2006,Renault,206.0,1,5.722222222222222,11.0,5.0,0.4444444444444444
574,2006,STR Cosworth,1.0,4,0.027777777777777776,0.0,0.0,0.0
575,2006,Sauber BMW,36.0,4,1.0285714285714285,0.0,0.0,0.0
576,2006,Super Aguri Honda,0.0,4,0.0,0.0,0.0,0.0
577,2006,Toyota,35.0,4,0.9722222222222222,0.0,0.0,0.0
578,2006,Williams Cosworth,11.0,4,0.3055555555555556,1.0,1.0,0.0
579,2007,Ferrari,204.0,2,6.181818181818182,12.0,12.0,0.5294117647058824
580,2007,Honda,6.0,4,0.17647058823529413,0.0,0.0,0.0
581,2007,McLaren Mercedes,218.0,1,6.411764705882353,22.0,5.0,0.47058823529411764
582,2007,Red Bull Renault,24.0,4,0.7058823529411765,0.0,0.0,0.0
583,2007,Renault,51.0,4,1.5454545454545454,0.0,0.0,0.0
584,2007,STR Ferrari,9.0,4,0.23529411764705882,0.0,0.0,0.0
585,2007,Sauber BMW,100.0,3,2.9705882352941178,0.0,0.0,0.0
586,2007,Spyker Ferrari,1.0,4,0.029411764705882353,0.0,0.0,0.0
587,2007,Super Aguri Honda,4.0,4,0.11764705882352941,0.0,0.0,0.0
588,2007,Toyota,13.0,4,0.38235294117647056,0.0,0.0,0.0
589,2007,Williams Toyota,33.0,4,1.0,0.0,0.0,0.0
590,2008,Ferrari,172.0,1,4.777777777777778,16.0,13.0,0.4444444444444444
591,2008,Force India Ferrari,0.0,4,0.0,0.0,0.0,0.0
592,2008,Honda,14.0,4,0.4,0.0,0.0,0.0
593,2008,McLaren Mercedes,151.0,2,4.194444444444445,13.0,3.0,0.3333333333333333
594,2008,Red Bull Renault,29.0,4,0.8055555555555556,1.0,0.0,0.0
595,2008,Renault,80.0,4,2.2222222222222223,1.0,0.0,0.1111111111111111
596,2008,STR Ferrari,39.0,4,1.0833333333333333,1.0,0.0,0.05555555555555555
597,2008,Sauber BMW,135.0,3,3.75,3.0,2.0,0.05555555555555555
598,2008,Super Aguri Honda,0.0,4,0.0,0.0,0.0,0.0
599,2008,Toyota,56.0,4,1.5555555555555556,1.0,0.0,0.0
600,2008,Williams Toyota,26.0,4,0.7222222222222222,0.0,0.0,0.0
601,2009,Brawn Mercedes,172.0,1,5.0588235294117645,9.0,4.0,0.47058823529411764
602,2009,Ferrari,78.0,3,2.121212121212121,1.0,1.0,0.058823529411764705
603,2009,Force India Mercedes,5.0,4,0.38235294117647056,2.0,1.0,0.0
604,2009,McLaren Mercedes,71.0,4,2.088235294117647,5.0,0.0,0.11764705882352941
605,2009,RBR Renault,153.5,2,4.514705882352941,10.0,6.0,0.35294117647058826
606,2009,Renault,26.0,4,0.7647058823529411,2.0,2.0,0.0
607,2009,STR Ferrari,8.0,4,0.23529411764705882,0.0,0.0,0.0
608,2009,Sauber BMW,36.0,4,1.0588235294117647,0.0,0.0,0.0
609,2009,Toyota,59.5,4,1.803030303030303,5.0,2.0,0.0
610,2009,Williams Toyota,34.5,4,1.0147058823529411,0.0,1.0,0.0
611,2010,Ferrari,396.0,3,10.421052631578947,4.0,5.0,0.2631578947368421
612,2010,Force India Mercedes,68.0,4,1.7894736842105263,0.0,0.0,0.0
613,2010,HRT Cosworth,0.0,4,0.0,0.0,0.0,0.0
614,2010,Lotus Cosworth,0.0,4,0.0,0.0,0.0,0.0
615,2010,McLaren Mercedes,454.0,2,11.947368421052632,5.0,6.0,0.2631578947368421
616,2010,Mercedes,214.0,4,5.631578947368421,1.0,0.0,0.0
617,2010,RBR Renault,498.0,1,13.105263157894736,26.0,6.0,0.47368421052631576
618,2010,Renault,163.0,4,4.2894736842105265,1.0,2.0,0.0
619,2010,STR Ferrari,13.0,4,0.34210526315789475,0.0,0.0,0.0
620,2010,Sauber Ferrari,44.0,4,1.1578947368421053,0.0,0.0,0.0
621,2010,Virgin Cosworth,0.0,4,0.0,0.0,0.0,0.0
622,2010,Williams Cosworth,69.0,4,1.8157894736842106,1.0,0.0,0.0
623,2011,Ferrari,375.0,3,9.868421052631579,1.0,3.0,0.05263157894736842
624,2011,Force India Mercedes,69.0,4,1.8157894736842106,0.0,0.0,0.0
625,2011,HRT Cosworth,0.0,4,0.0,0.0,0.0,0.0
626,2011,Lotus Renault,0.0,4,0.0,0.0,0.0,0.0
627,2011,McLaren Mercedes,497.0,2,13.078947368421053,12.0,6.0,0.3157894736842105
628,2011,Mercedes,165.0,4,4.342105263157895,0.0,0.0,0.0
629,2011,Red Bull Racing Renault,650.0,1,17.105263157894736,25.0,10.0,0.631578947368421
630,2011,Renault,73.0,4,1.9210526315789473,0.0,0.0,0.0
631,2011,STR Ferrari,41.0,4,1.0789473684210527,0.0,0.0,0.0
632,2011,Sauber Ferrari,44.0,4,1.1891891891891893,0.0,0.0,0.0
633,2011,Virgin Cosworth,0.0,4,0.0,0.0,0.0,0.0
634,2011,Williams Cosworth,5.0,4,0.13157894736842105,0.0,0.0,0.0
635,2012,Caterham Renault,0.0,4,0.0,0.0,0.0,0.0
636,2012,Ferrari,400.0,2,10.0,3.0,0.0,0.15
637,2012,Force India Mercedes,109.0,4,2.725,0.0,1.0,0.0
638,2012,HRT Cosworth,0.0,4,0.0,0.0,0.0,0.0
639,2012,Lotus Renault,303.0,4,7.575,1.0,3.0,0.05
640,2012,Marussia Cosworth,0.0,4,0.0,0.0,0.0,0.0
641,2012,McLaren Mercedes,378.0,3,9.45,17.0,3.0,0.35
642,2012,Mercedes,142.0,4,3.55,2.0,3.0,0.05
643,2012,Red Bull Racing Renault,460.0,1,11.5,14.0,7.0,0.35
644,2012,STR Ferrari,26.0,4,0.65,0.0,0.0,0.0
645,2012,Sauber Ferrari,126.0,4,3.15,1.0,2.0,0.0
646,2012,Williams Renault,76.0,4,1.9,2.0,1.0,0.05
647,2013,Caterham Renault,0.0,4,0.0,0.0,0.0,0.0
648,2013,Ferrari,354.0,3,9.31578947368421,1.0,2.0,0.10526315789473684
649,2013,Force India Mercedes,77.0,4,2.026315789473684,0.0,0.0,0.0
650,2013,Lotus Renault,315.0,4,8.289473684210526,1.0,2.0,0.05263157894736842
651,2013,Marussia Cosworth,0.0,4,0.0,0.0,0.0,0.0
652,2013,McLaren Mercedes,122.0,4,3.210526315789474,0.0,1.0,0.0
653,2013,Mercedes,360.0,2,9.473684210526315,16.0,1.0,0.15789473684210525
654,2013,Red Bull Racing Renault,596.0,1,15.68421052631579,20.0,12.0,0.6842105263157895
655,2013,STR Ferrari,33.0,4,0.868421052631579,0.0,0.0,0.0
656,2013,Sauber Ferrari,57.0,4,1.5,0.0,1.0,0.0
657,2013,Williams Renault,5.0,4,0.13157894736842105,0.0,0.0,0.0
658,2014,Caterham Renault,0.0,4,0.0,0.0,0.0,0.0
659,2014,Ferrari,216.0,4,5.684210526315789,0.0,1.0,0.0
660,2014,Force India Mercedes,155.0,4,4.078947368421052,0.0,1.0,0.0
661,2014,Lotus Renault,10.0,4,0.2631578947368421,0.0,0.0,0.0
662,2014,Marussia Ferrari,2.0,4,0.06451612903225806,0.0,0.0,0.0
663,2014,McLaren Mercedes,181.0,4,4.7631578947368425,0.0,0.0,0.0
664,2014,Mercedes,701.0,1,18.44736842105263,30.0,12.0,0.8421052631578947
665,2014,Red Bull Racing Renault,405.0,2,10.657894736842104,5.0,3.0,0.15789473684210525
666,2014,STR Renault,30.0,4,0.7894736842105263,0.0,0.0,0.0
667,2014,Sauber Ferrari,0.0,4,0.0,0.0,0.0,0.0
668,2014,Williams Mercedes,320.0,3,8.421052631578947,3.0,2.0,0.0
669,2015,Ferrari,428.0,2,11.263157894736842,4.0,3.0,0.15789473684210525
670,2015,Force India Mercedes,136.0,4,3.5789473684210527,0.0,0.0,0.0
671,2015,Lotus Mercedes,78.0,4,2.0526315789473686,0.0,0.0,0.0
672,2015,Marussia Ferrari,0.0,4,0.0,0.0,0.0,0.0
673,2015,McLaren Honda,27.0,4,0.7105263157894737,0.0,0.0,0.0
674,2015,Mercedes,703.0,1,18.5,33.0,13.0,0.8421052631578947
675,2015,Red Bull Racing Renault,187.0,4,4.921052631578948,1.0,3.0,0.0
676,2015,STR Renault,67.0,4,1.763157894736842,0.0,0.0,0.0
677,2015,Sauber Ferrari,36.0,4,0.9473684210526315,0.0,0.0,0.0
678,2015,Williams Mercedes,257.0,3,6.945945945945946,0.0,0.0,0.0
679,2016,Ferrari,398.0,3,9.476190476190476,1.0,4.0,0.0
680,2016,Force India Mercedes,173.0,4,4.119047619047619,1.0,1.0,0.0
681,2016,Haas Ferrari,29.0,4,0.6904761904761905,0.0,0.0,0.0
682,2016,MRT Mercedes,1.0,4,0.023809523809523808,0.0,0.0,0.0
683,2016,McLaren Honda,76.0,4,1.8095238095238095,0.0,1.0,0.0
684,2016,Mercedes,765.0,1,18.214285714285715,36.0,9.0,0.9047619047619048
685,2016,Red Bull Racing TAG Heuer,460.0,2,11.142857142857142,4.0,5.0,0.09523809523809523
686,2016,Renault,8.0,4,0.19047619047619047,0.0,0.0,0.0
687,2016,Sauber Ferrari,2.0,4,0.047619047619047616,0.0,0.0,0.0
688,2016,Toro Rosso Ferrari,71.0,4,1.5,0.0,1.0,0.0
689,2016,Williams Mercedes,138.0,4,3.2857142857142856,0.0,0.0,0.0
690,2017,Ferrari,522.0,2,13.05,18.0,7.0,0.25
691,2017,Force India Mercedes,187.0,4,4.675,0.0,1.0,0.0
692,2017,Haas Ferrari,47.0,4,1.175,0.0,0.0,0.0
693,2017,McLaren Honda,30.0,4,0.75,0.0,1.0,0.0
694,2017,Mercedes,668.0,1,16.7,19.0,9.0,0.6
695,2017,Red Bull Racing TAG Heuer,368.0,3,9.2,3.0,2.0,0.15
696,2017,Renault,105.0,4,1.425,0.0,0.0,0.0
697,2017,Sauber Ferrari,5.0,4,0.125,0.0,0.0,0.0
698,2017,Toro Rosso,5.0,4,1.325,0.0,0.0,0.0
699,2017,Williams Mercedes,83.0,4,2.075,0.0,0.0,0.0
700,2018,Ferrari,571.0,2,13.595238095238095,15.0,4.0,0.2857142857142857
701,2018,Force India Mercedes,111.0,4,2.642857142857143,0.0,0.0,0.0
702,2018,Haas Ferrari,93.0,4,2.2142857142857144,0.0,1.0,0.0
703,2018,McLaren Renault,62.0,4,1.4761904761904763,0.0,0.0,0.0
704,2018,Mercedes,655.0,1,15.595238095238095,23.0,10.0,0.5238095238095238
